ID,Answer
30446630,4
30538256,4
30614498,4
30717875,4
30888639,4
30916139,4
30920549,4
30927330,4
31052796,4
31082653,4
31204497,4
31297308,4
31388061,4
31418038,4
31491549,4
31529728,4
31656758,4
31929624,4
32010797,4
32065696,4
32113189,4
32354842,4
32373063,4
32512700,4
32528495,4
32538170,4
32745936,4
32815343,4
32827530,4
32877429,4
32923350,4
32999142,4
33193908,4
33216442,4
33339940,4
33356590,4
33438579,4
33481747,4
33734254,4
33792933,4
33797297,4
33989028,4
34100541,4
34165479,4
34314302,4
34413826,4
34483223,4
34531294,4
34596882,4
34786269,4
34833527,4
34979667,4
34999260,4
35086193,4
35086611,4
35148524,4
35190340,4
35377022,4
35388601,4
35496107,4
35626112,4
35660762,4
35683046,4
35686634,4
35690404,4
35726050,4
35889309,4
35996402,4
36128561,4
36151996,4
36464231,4
36466099,4
36777664,4
36780224,4
36921231,4
36927037,4
36979416,4
37009957,4
37037764,4
37393415,4
37716553,4
37872188,4
37946620,4
38148049,4
38162949,4
38316553,4
38576994,4
38722560,4
38794952,4
38876311,4
39037060,4
39205257,4
39250564,4
39342484,4
39370749,4
39457290,4
39469100,4
39472570,4
39615550,4
39623148,4
39740294,4
39860584,4
39915817,4
40267484,4
40342498,4
40485081,4
40607676,4
40678959,4
40704733,4
40817799,4
40852250,4
40893184,4
41054040,4
41260821,4
41294659,4
41634618,4
41646437,4
41674658,4
41896433,4
42024282,4
42037518,4
42044798,4
42270254,4
42276779,4
42310855,4
42356310,4
42423693,4
42464984,4
42503762,4
42554751,4
42883747,4
42913341,4
42992438,4
43031177,4
43154080,4
43241506,4
43282777,4
43462849,4
43596953,4
43681892,4
43748728,4
43764994,4
43809667,4
43936611,4
44034184,4
44305696,4
44384618,4
44444743,4
44494522,4
44528461,4
44758733,4
44916808,4
44989428,4
45033275,4
45212997,4
45277639,4
45377503,4
45424161,4
45492456,4
45573277,4
45707007,4
45721011,4
45858186,4
45887033,4
46279778,4
46478391,4
46657991,4
46790338,4
47025738,4
47191375,4
47280828,4
47360608,4
47372380,4
47891041,4
48059548,4
48124050,4
48182413,4
48213959,4
48309802,4
48371253,4
48445433,4
48508684,4
48641187,4
48761892,4
48899741,4
48992758,4
49014843,4
49097615,4
49101607,4
49199740,4
49301192,4
49345576,4
49494468,4
49672872,4
49909534,4
49927530,4
49971434,4
50027320,4
50041578,4
50056043,4
50245418,4
50250811,4
50497638,4
50506871,4
50547976,4
50612944,4
50687196,4
50768900,4
50966204,4
50992179,4
51000853,4
51037962,4
51177478,4
51177767,4
51468230,4
51515317,4
51593301,4
51641638,4
51706669,4
51991177,4
52042156,4
52095705,4
52310324,4
52367944,4
52496524,4
52508855,4
52548519,4
52625207,4
52626596,4
52646281,4
52738229,4
52951154,4
53167269,4
53206407,4
53307108,4
53389303,4
53670420,4
53749565,4
53881027,4
53985915,4
54010869,4
54181581,4
54248885,4
54382171,4
54562016,4
54563893,4
54567832,4
54579633,4
54703635,4
55013257,4
55022132,4
55031777,4
55113922,4
55168507,4
55185532,4
55295938,4
55384860,4
55405606,4
55543404,4
55633512,4
55778234,4
55834141,4
55881902,4
55904212,4
55969081,4
56073710,4
56139505,4
56167998,4
56412334,4
56413209,4
56712590,4
56789552,4
56857979,4
56933634,4
56950104,4
56995889,4
57025942,4
57031941,4
57156762,4
57221803,4
57443301,4
57481416,4
57948540,4
58013283,4
58023829,4
58049946,4
58147431,4
58172260,4
58254705,4
58317090,4
58462760,4
58463253,4
58475200,4
58546022,4
58555292,4
58598675,4
58678601,4
58818792,4
58832479,4
58990864,4
59032166,4
59042732,4
59084478,4
59152721,4
59171652,4
59283896,4
59685946,4
59801676,4
59813140,4
59829685,4
59876920,4
60006119,4
60041433,4
60081463,4
60139445,4
60158284,4
60224213,4
60360747,4
60572316,4
60604361,4
60766632,4
61015678,4
61066421,4
61227364,4
61258191,4
61282049,4
61337359,4
61394815,4
61746117,4
61868774,4
61927316,4
62018518,4
62258809,4
62410737,4
62421989,4
62525579,4
62566935,4
62568620,4
62628400,4
62661238,4
62932598,4
63077572,4
63127771,4
63157537,4
63257384,4
63422381,4
63575501,4
63620958,4
63725684,4
63751215,4
64110599,4
64115714,4
64229392,4
64293316,4
64306025,4
64377473,4
64437287,4
64530635,4
64715270,4
64748858,4
65114154,4
65145549,4
65411632,4
65453053,4
65506693,4
65509215,4
65646532,4
65704876,4
65780965,4
65805259,4
65842325,4
65861936,4
65865253,4
65953217,4
66060112,4
66117519,4
66148268,4
66356435,4
66405350,4
66453737,4
66480707,4
66503529,4
66595852,4
66696281,4
66799160,4
66976830,4
67106903,4
67163001,4
67235198,4
67289981,4
67408250,4
67480852,4
67513152,4
67683385,4
67688621,4
67778544,4
67825032,4
67832199,4
67927901,4
67944966,4
68078340,4
68082849,4
68099165,4
68099673,4
68133679,4
68154151,4
68216603,4
68244553,4
68274304,4
68478450,4
68611024,4
68645504,4
68667103,4
68735218,4
68751149,4
68754837,4
69105652,4
69487234,4
69653431,4
69816409,4
69818083,4
70135990,4
70145987,4
70159892,4
70201233,4
70288331,4
70553884,4
70652366,4
70707750,4
70724683,4
70805594,4
70899055,4
70936275,4
70949010,4
70973659,4
70977664,4
71283614,4
71305448,4
71330218,4
71332468,4
71366193,4
71383278,4
71667045,4
71688526,4
71943986,4
72065904,4
72098807,4
72193999,4
72330024,4
72458278,4
72600221,4
72648975,4
73107585,4
73229523,4
73290874,4
73345500,4
73517783,4
73565277,4
73603262,4
73709065,4
73860597,4
73943128,4
74035476,4
74093956,4
74196140,4
74242894,4
74272614,4
74410650,4
74473886,4
74518209,4
74597028,4
74651804,4
74686588,4
74696366,4
74733153,4
74900896,4
74905625,4
74959346,4
75059061,4
75059555,4
75078606,4
75131081,4
75305241,4
75464392,4
75692356,4
75787193,4
75873067,4
76046406,4
76106989,4
76150336,4
76165769,4
76171840,4
76256596,4
76307536,4
76313317,4
76353307,4
76365620,4
76460663,4
76587897,4
76609139,4
76716323,4
76802508,4
76816634,4
76830921,4
76928466,4
76941799,4
77046849,4
77055680,4
77191908,4
77223130,4
77351033,4
77385014,4
77489893,4
77542276,4
77568643,4
77579186,4
77615090,4
77625307,4
77656181,4
77778761,4
77922941,4
78070257,4
78292622,4
78371095,4
78418870,4
78424571,4
78455034,4
78554132,4
78704818,4
78812539,4
78859312,4
78863985,4
79128204,4
79445573,4
79475961,4
79481164,4
79484337,4
79521846,4
79626238,4
79838033,4
79862714,4
79925355,4
80089041,4
80147902,4
80292130,4
80375966,4
80413498,4
80526466,4
80796404,4
80912341,4
81309761,4
81365939,4
81393484,4
81431090,4
81470530,4
81475034,4
81523252,4
81529488,4
81540226,4
81550727,4
81644700,4
81658464,4
81664693,4
81819221,4
81886619,4
81927587,4
81936940,4
82112909,4
82158851,4
82331983,4
82352006,4
82411272,4
82580870,4
82613409,4
82704835,4
82824301,4
82881242,4
82904957,4
82962895,4
83039782,4
83265943,4
83271023,4
83511300,4
83521315,4
83611299,4
83658769,4
83728881,4
83782100,4
83940944,4
84031466,4
84033787,4
84094119,4
84111897,4
84156694,4
84187169,4
84188564,4
84282018,4
84306779,4
84451702,4
84473599,4
84743378,4
84755024,4
84796226,4
84950682,4
84968926,4
85023084,4
85257776,4
85288088,4
85399160,4
85499220,4
85514149,4
85552240,4
85568783,4
85622370,4
85628436,4
85936937,4
86045512,4
86061857,4
86144637,4
86191535,4
86267405,4
86275141,4
86282620,4
86704920,4
86732024,4
86795766,4
86802959,4
86895680,4
86940522,4
86965358,4
87104232,4
87202322,4
87371423,4
87557229,4
87612483,4
87710423,4
87860223,4
87953343,4
88138234,4
88308145,4
88593051,4
88736969,4
88801705,4
89059540,4
89081452,4
89085362,4
89162865,4
89347218,4
89444676,4
89485108,4
89548280,4
89562203,4
89562802,4
89655213,4
89661254,4
89691137,4
89719394,4
89867153,4
89922717,4
89967925,4
89987139,4
90079815,4
90182926,4
90207524,4
90355334,4
90417297,4
90447911,4
90475835,4
90521769,4
90580976,4
90677007,4
90683541,4
90750044,4
90789704,4
90818217,4
90870753,4
91019889,4
91036685,4
91194289,4
91401452,4
91597373,4
91764749,4
91785292,4
91957842,4
92100484,4
92115100,4
92195557,4
92269580,4
92304979,4
92366164,4
92369351,4
92537096,4
92569574,4
92597137,4
92632640,4
92892478,4
92931682,4
93007242,4
93091289,4
93253888,4
93264710,4
93432075,4
93439336,4
93469217,4
93666962,4
93787020,4
93832900,4
93892625,4
93945414,4
93986394,4
94045014,4
94489790,4
94796582,4
94911851,4
94964351,4
95016442,4
95271275,4
95444847,4
95541373,4
95546236,4
95891098,4
95968879,4
96248568,4
96385441,4
96447635,4
96451423,4
96648059,4
96715271,4
96722195,4
96766603,4
96936128,4
97157258,4
97373138,4
97410704,4
97450729,4
97559200,4
97599133,4
97647301,4
97713655,4
97807607,4
98000175,4
98267927,4
98430210,4
98502966,4
98579961,4
98587143,4
98610949,4
98721567,4
98738485,4
98748827,4
99004971,4
99212436,4
99236758,4
99390631,4
99447882,4
99496052,4
99577046,4
99632910,4
99754201,4
99828105,4
99893610,4
99906994,4
99932833,4
99992286,4
